showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
showrange,movienm,moviecd,NULL,NULL,NULL,NULL
20190309~20190309,신데렐라:마법 반지의 비밀,20195743,4275,202,2048252820,276452
20190309~20190309,더 와이프,20196323,1804,63,198207667,25041
20190310~20190310,캡틴 마블,20181877,847394,11734,NULL,3036626
20190310~20190310,항거:유관순 이야기,20196601,52938,1734,NULL,1042049
20190310~20190310,증인,20185881,35633,1412,NULL,2457291
20190310~20190310,사바하,20177539,33408,1285,NULL,2340525
20190310~20190310,극한직업,20182530,29335,962,NULL,16178545
20190310~20190310,리노,20177282,8459,383,128107520,16489
20190310~20190310,그린 북,20184574,6266,162,NULL,372293
20190310~20190310,신데렐라:마법 반지의 비밀,20195743,5253,198,2090550630,281705
20190310~20190310,더 페이버릿: 여왕의 여자,20180937,4662,166,1123283330,133508
20190310~20190310,더 와이프,20196323,1843,67,213073567,26884
20190311~20190311,캡틴 마블,20181877,170529,10379,NULL,3207155
20190311~20190311,항거:유관순 이야기,20196601,13394,1701,NULL,1055443
20190311~20190311,극한직업,20182530,10946,1071,NULL,16189491
20190311~20190311,증인,20185881,10735,1420,NULL,2468026
20190311~20190311,사바하,20177539,10706,1295,NULL,2351231
20190311~20190311,그린 북,20184574,2761,183,NULL,375054
20190311~20190311,더 페이버릿: 여왕의 여자,20180937,2409,176,1142403730,135917
20190311~20190311,우상,20175407,2152,12,30701000,3456
20190311~20190311,돈,20176103,1620,8,53038000,6953
20190311~20190311,1919 유관순,20197483,1465,7,14921000,1660
20190312~20190312,캡틴 마블,20181877,137977,10223,NULL,3345132
20190312~20190312,항거:유관순 이야기,20196601,13015,1666,NULL,1068458
20190312~20190312,극한직업,20182530,11755,1073,NULL,16201246
20190312~20190312,증인,20185881,10600,1385,NULL,2478626
20190312~20190312,사바하,20177539,9976,1295,NULL,2361207
20190312~20190312,이스케이프 룸,20197283,3580,15,39297000,4409
20190312~20190312,돈,20176103,3493,17,74914000,10446
20190312~20190312,그린 북,20184574,2725,177,NULL,377779
20190312~20190312,더 페이버릿: 여왕의 여자,20180937,2347,165,1160375270,138264
20190312~20190312,우상,20175407,1472,17,45349000,4928
20190313~20190313,캡틴 마블,20181877,126639,9673,NULL,3471771
20190313~20190313,이스케이프 룸,20197283,18779,1513,199565730,23188
20190313~20190313,항거:유관순 이야기,20196601,11665,1463,NULL,1080123
20190313~20190313,극한직업,20182530,9226,959,NULL,16210472
20190313~20190313,증인,20185881,8705,1184,NULL,2487331
20190313~20190313,사바하,20177539,8076,1087,NULL,2369283
20190313~20190313,그린 북,20184574,3232,193,NULL,381011
20190313~20190313,더 페이버릿: 여왕의 여자,20180937,2411,180,1179520730,140675
20190313~20190313,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,1332,3,13320000,1332
20190313~20190313,악질경찰,20197846,1261,4,11357000,1261
20190314~20190314,캡틴 마블,20181877,116329,8353,NULL,3588100
20190314~20190314,이스케이프 룸,20197283,52817,3070,644550510,76005
20190314~20190314,라스트 미션,20197356,11599,1214,101461480,12906
20190314~20190314,항거:유관순 이야기,20196601,7028,839,NULL,1087151
20190314~20190314,돈,20176103,6239,35,132765500,16868
20190314~20190314,극한직업,20182530,5386,480,NULL,16215858
20190314~20190314,증인,20185881,5294,656,NULL,2492625
20190314~20190314,철벽선생,20197783,3689,742,42515500,5090
20190314~20190314,사바하,20177539,3503,439,NULL,2372786
20190314~20190314,1919 유관순,20197483,3017,510,49482770,5945
20190315~20190315,캡틴 마블,20181877,173930,8789,NULL,3762030
20190315~20190315,이스케이프 룸,20197283,63544,3213,1229892804,139549
20190315~20190315,라스트 미션,20197356,11572,1249,200770266,24478
20190315~20190315,항거:유관순 이야기,20196601,8213,849,NULL,1095364
20190315~20190315,증인,20185881,5926,683,NULL,2498551
20190315~20190315,극한직업,20182530,5416,523,NULL,16221274
20190315~20190315,사바하,20177539,3997,462,NULL,2376783
20190315~20190315,철벽선생,20197783,2997,675,70092700,8087
20190315~20190315,1919 유관순,20197483,2590,481,71119320,8535
20190315~20190315,그린 북,20184574,2344,135,NULL,385028
20190316~20190316,캡틴 마블,20181877,472295,9428,NULL,4234325
20190316~20190316,이스케이프 룸,20197283,133134,3465,NULL,272683
20190316~20190316,돈,20176103,28293,377,391773280,45337
20190316~20190316,라스트 미션,20197356,21532,1153,390282219,46010
20190316~20190316,항거:유관순 이야기,20196601,16972,860,NULL,1112336
20190316~20190316,극한직업,20182530,11243,568,NULL,16232517
20190316~20190316,증인,20185881,11229,643,NULL,2509780
20190316~20190316,숲속왕국의 꿀벌 여왕,20196723,8575,509,81658080,10213
20190316~20190316,사바하,20177539,7730,431,NULL,2384513
20190316~20190316,그린 북,20184574,5137,133,NULL,390165
20190317~20190317,캡틴 마블,20181877,365797,9123,NULL,4600122
20190317~20190317,이스케이프 룸,20197283,116887,3443,NULL,389570
20190317~20190317,돈,20176103,30127,377,665972450,75464
20190317~20190317,라스트 미션,20197356,18292,1104,549056609,64302
20190317~20190317,항거:유관순 이야기,20196601,16559,848,NULL,1128895
20190317~20190317,극한직업,20182530,10714,567,NULL,16243231
20190317~20190317,증인,20185881,9370,620,NULL,2519150
20190317~20190317,숲속왕국의 꿀벌 여왕,20196723,8092,502,146928040,18305
20190317~20190317,사바하,20177539,5247,413,NULL,2389760
20190317~20190317,그린 북,20184574,4215,130,NULL,394380
20190318~20190318,캡틴 마블,20181877,82944,8043,NULL,4683066
20190318~20190318,이스케이프 룸,20197283,36891,3359,NULL,426461
20190318~20190318,라스트 미션,20197356,8243,1148,612283929,72545
20190318~20190318,돈,20176103,6693,23,704675450,82157
20190318~20190318,극한직업,20182530,4531,597,NULL,16247762
20190318~20190318,항거:유관순 이야기,20196601,4489,769,NULL,1133384
20190318~20190318,증인,20185881,3996,657,NULL,2523146
20190318~20190318,생일,20183096,2843,12,33764000,3862
20190318~20190318,사바하,20177539,2376,439,NULL,2392136
20190318~20190318,그린 북,20184574,2074,146,NULL,396454
20190319~20190319,캡틴 마블,20181877,72224,7813,NULL,4755290
20190319~20190319,이스케이프 룸,20197283,32292,3251,NULL,458753
20190319~20190319,라스트 미션,20197356,7829,1101,672572839,80374
20190319~20190319,돈,20176103,6190,35,759541050,88347
20190319~20190319,극한직업,20182530,4813,579,NULL,16252575
20190319~20190319,항거:유관순 이야기,20196601,4435,751,NULL,1137819
20190319~20190319,증인,20185881,4121,650,NULL,2527267
20190319~20190319,우상,20175407,3432,28,88226400,9506
20190319~20190319,1919 유관순,20197483,2197,341,172218810,20549
20190319~20190319,사바하,20177539,2149,427,NULL,2394285
20190320~20190320,돈,20176103,165833,5258,2128679730,254180
20190320~20190320,캡틴 마블,20181877,46019,2840,NULL,4801309
20190320~20190320,악질경찰,20197846,33072,3059,297917120,36155
20190320~20190320,우상,20175407,27175,2892,311100250,36681
20190320~20190320,이스케이프 룸,20197283,12025,1196,NULL,470778
20190320~20190320,1919 유관순,20197483,2147,130,189255210,22696
20190320~20190320,라스트 미션,20197356,2010,248,687616129,82384
20190320~20190320,그린 북,20184574,1378,86,NULL,399920
20190320~20190320,항거:유관순 이야기,20196601,1243,119,NULL,1139062
20190320~20190320,보헤미안 랩소디,20185485,1218,6,NULL,9945756
20190321~20190321,돈,20176103,170825,5802,NULL,425005
20190321~20190321,캡틴 마블,20181877,45256,2923,NULL,4846565
20190321~20190321,악질경찰,20197846,29275,3106,535090370,65430
20190321~20190321,우상,20175407,20549,2864,476701050,57230
20190321~20190321,이스케이프 룸,20197283,9784,1050,NULL,480562
20190321~20190321,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,5963,131,63297700,7295
20190321~20190321,양지의 그녀,20196820,2423,231,30166470,3553
20190321~20190321,항거:유관순 이야기,20196601,2021,87,NULL,1141083
20190321~20190321,라스트 미션,20197356,1914,187,701937229,84298
20190321~20190321,생일,20183096,1853,9,57920000,6546
20190322~20190322,돈,20176103,214510,6372,NULL,639515
20190322~20190322,캡틴 마블,20181877,65373,3252,NULL,4911938
20190322~20190322,악질경찰,20197846,27478,2910,782519923,92908
20190322~20190322,우상,20175407,19826,2566,652917987,77056
20190322~20190322,이스케이프 룸,20197283,12564,1051,NULL,493126
20190322~20190322,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,4447,129,106110710,11742
20190322~20190322,장난스런 키스,20183773,2100,10,24969900,2397
20190322~20190322,라스트 미션,20197356,2032,189,718738689,86330
20190322~20190322,양지의 그녀,20196820,1872,231,47439060,5425
20190322~20190322,그린 북,20184574,1644,86,NULL,402767
20190323~20190323,돈,20176103,480709,7486,NULL,1120224
20190323~20190323,캡틴 마블,20181877,178487,3821,NULL,5090425
20190323~20190323,악질경찰,20197846,50105,2676,1242283098,143013
20190323~20190323,우상,20175407,32698,2052,947819012,109754
20190323~20190323,이스케이프 룸,20197283,27842,1067,NULL,520968
20190323~20190323,정글북: 마법 원정대,20197617,9775,478,84737660,11014
20190323~20190323,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,7306,147,173502760,19048
20190323~20190323,그린 북,20184574,3802,89,NULL,406569
20190323~20190323,라스트 미션,20197356,3801,172,751087849,90131
20190323~20190323,장난스런 키스,20183773,2970,17,52651750,5367
20190324~20190324,돈,20176103,416173,7433,NULL,1536397
20190324~20190324,캡틴 마블,20181877,142380,3768,NULL,5232805
20190324~20190324,악질경찰,20197846,46589,2513,1670224688,189602
20190324~20190324,우상,20175407,28126,1884,1202177102,137880
20190324~20190324,이스케이프 룸,20197283,23494,1060,NULL,544462
20190324~20190324,정글북: 마법 원정대,20197617,11520,495,174844550,22534
20190324~20190324,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,5292,152,221594940,24340
20190324~20190324,라스트 미션,20197356,3345,169,778893059,93476
20190324~20190324,그린 북,20184574,3302,99,NULL,409871
20190324~20190324,장난스런 키스,20183773,3221,13,83370150,8588
20190325~20190325,돈,20176103,126999,6948,NULL,1663396
20190325~20190325,캡틴 마블,20181877,32899,3330,NULL,5265704
20190325~20190325,악질경찰,20197846,18692,2381,1823415598,208294
20190325~20190325,우상,20175407,9918,1741,1284016982,147798
20190325~20190325,이스케이프 룸,20197283,7153,967,NULL,551615
20190325~20190325,그대 이름은 장미,20166602,1756,7,746793970,88937
20190325~20190325,라스트 미션,20197356,1656,178,791145109,95132
20190325~20190325,그린 북,20184574,1513,101,NULL,411384
20190325~20190325,미래의 미라이,20182588,1378,5,864747757,106521
20190325~20190325,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20198603,1289,124,232331170,25629
20190326~20190326,돈,20176103,110062,6942,NULL,1773458
20190326~20190326,캡틴 마블,20181877,29769,3285,NULL,5295473
20190326~20190326,악질경찰,20197846,16565,2345,1958788818,224859
20190326~20190326,우상,20175407,10031,1700,1366774882,157829
20190326~20190326,이스케이프 룸,20197283,6261,945,NULL,557876
20190326~20190326,더 길티,20197987,2329,37,34916500,4172
20190326~20190326,언더독,20186324,1894,9,1481538830,192921
20190326~20190326,그린 북,20184574,1593,104,NULL,412977
20190326~20190326,라스트 미션,20197356,1465,171,801569659,96597
20190326~20190326,로망,20197092,1465,5,15505000,1759
20190327~20190327,어스,20185352,213624,4898,1322974490,214010
20190327~20190327,돈,20176103,204620,5122,NULL,1978078
20190327~20190327,캡틴 마블,20181877,46504,1848,NULL,5341977
20190327~20190327,장난스런 키스,20183773,30692,1198,268953680,40030
20190327~20190327,덤보,20196025,24835,1077,145236030,25027
20190327~20190327,악질경찰,20197846,8176,749,2010462038,233035
20190327~20190327,썬키스 패밀리,20166301,6246,898,57049080,8646
20190327~20190327,1919 유관순,20197483,5780,53,253102410,30665
20190327~20190327,우상,20175407,4465,474,1395047092,162294
20190327~20190327,더 길티,20197987,4254,205,58581500,8426
20190328~20190328,어스,20185352,93773,4701,2127431460,307783
20190328~20190328,돈,20176103,89657,4985,NULL,2067735
20190328~20190328,캡틴 마블,20181877,23510,1616,NULL,5365487
20190328~20190328,장난스런 키스,20183773,14808,1175,389254670,54838
20190328~20190328,덤보,20196025,11990,1660,241817160,37017
20190328~20190328,1919 유관순,20197483,10506,67,341732410,41171
20190328~20190328,악질경찰,20197846,4120,598,2043185028,237155
20190328~20190328,썬키스 패밀리,20166301,3540,801,84838850,12186
20190328~20190328,콜레트,20198146,3262,282,64012720,8701
20190328~20190328,파이브 피트,20198403,3096,14,51126000,5776
20190329~20190329,어스,20185352,134576,5039,NULL,442359
20190329~20190329,돈,20176103,117576,5321,NULL,2185311
20190329~20190329,캡틴 마블,20181877,30748,1715,NULL,5396235
20190329~20190329,장난스런 키스,20183773,21064,1213,572603387,75902
20190329~20190329,덤보,20196025,16537,1700,388054453,53554
20190329~20190329,악질경찰,20197846,4063,556,2078406078,241218
20190329~20190329,콜레트,20198146,3448,286,94244991,12149
20190329~20190329,1919 유관순,20197483,3420,24,371432410,44591
20190329~20190329,썬키스 패밀리,20166301,3240,705,112385760,15426
20190329~20190329,우상,20175407,2826,368,1439526498,167602
20190330~20190330,어스,20185352,275449,5487,NULL,717808
20190330~20190330,돈,20176103,256035,5736,NULL,2441346
20190330~20190330,덤보,20196025,78695,2200,1048908012,132249
20190330~20190330,캡틴 마블,20181877,77530,1895,NULL,5473765
20190330~20190330,장난스런 키스,20183773,46030,1186,955587628,121932
20190330~20190330,악질경찰,20197846,6852,458,2139009688,248070
20190330~20190330,썬키스 패밀리,20166301,5450,636,159887160,20876
20190330~20190330,콜레트,20198146,5164,250,139749151,17313
20190330~20190330,더 길티,20197987,4134,238,146484600,18094
20190330~20190330,우상,20175407,4021,306,1475074548,171623
20190331~20190331,돈,20176103,228291,5587,NULL,2669637
20190331~20190331,어스,20185352,218619,5308,NULL,936427
20190331~20190331,덤보,20196025,80587,2198,1716968252,212836
20190331~20190331,캡틴 마블,20181877,67187,1825,NULL,5540952
20190331~20190331,장난스런 키스,20183773,51007,1226,1374005668,172939
20190331~20190331,악질경찰,20197846,6379,423,NULL,254449
20190331~20190331,썬키스 패밀리,20166301,5210,594,204455870,26086
20190331~20190331,콜레트,20198146,5028,245,183950211,22341
20190331~20190331,더 길티,20197987,3997,237,183802600,22091
20190331~20190331,출동! 도토리 구조대,20197552,3883,279,75263600,9781
20190401~20190401,돈,20176103,78882,5258,NULL,2748519
20190401~20190401,어스,20185352,73248,4853,NULL,1009675
20190401~20190401,장난스런 키스,20183773,20766,1257,1534765918,193705
20190401~20190401,캡틴 마블,20181877,19069,1718,NULL,5560021
20190401~20190401,덤보,20196025,11698,1504,1808738802,224534
20190401~20190401,악질경찰,20197846,3091,461,NULL,257540
20190401~20190401,미성년,20180825,3090,9,27810000,3090
20190401~20190401,콜레트,20198146,3055,271,207461801,25396
20190401~20190401,썬키스 패밀리,20166301,2254,561,221244570,28340
20190401~20190401,더 길티,20197987,1939,245,199834300,24030
20190402~20190402,돈,20176103,61621,5189,NULL,2810140
20190402~20190402,어스,20185352,54393,4714,NULL,1064068
20190402~20190402,장난스런 키스,20183773,16164,1256,1665329908,209869
20190402~20190402,캡틴 마블,20181877,15197,1692,NULL,5575218
20190402~20190402,덤보,20196025,8960,1381,1881488542,233494
20190402~20190402,로망,20197092,4421,24,98789500,11150
20190402~20190402,콜레트,20198146,3259,269,232583051,28655
20190402~20190402,악질경찰,20197846,2596,440,NULL,260136
20190402~20190402,샤잠!,20196244,2385,9,37454000,3187
20190402~20190402,썬키스 패밀리,20166301,2221,547,237626100,30561
20190403~20190403,샤잠!,20196244,86809,5199,758627930,89996
